type,title,director,cast,country,rating,description,genres
Movie,The Other Side of the Wind,Orson Welles,"John Huston, Oja Kodar, Peter Bogdanovich, Susan Strasberg, Robert Random, Lilli Palmer, Norman Foster, Edmond O'Brien, Mercedes McCambridge, Cameron Mitchell, Paul Stewart","France, Iran, United States",R,"On the last day of his life, a legendary director struggles to complete a new project and contemplates his legacy in this layered film by Orson Welles.",Drama
TV Show,"O-Negative, Love Can’t Be Designed",,"Jirayu La-ongmanee, Thanapob Leeratanakajorn, Violette Wautier, Supassra Thanachat, Arachaporn Pokinpakorn",,TV-MA,"Five schoolmates who share a blood type navigate the vagaries of friendship, love and university life.","International, Romantic, Drama"
Movie,Oththa Seruppu Size 7,Parthiban,Parthiban,India,TV-MA,"Taken into custody, a murder suspect's theatrical explanations of his peculiar modus operandi unearth truths far beyond the crime he’s accused of.","Drama, International, Thriller"
Movie,Sherlock Holmes,Guy Ritchie,"Robert Downey Jr., Jude Law, Rachel McAdams, Mark Strong, Eddie Marsan, Kelly Reilly, James Fox, Hans Matheson, Geraldine James","United States, Germany, United Kingdom",PG-13,Robert Downey Jr. stars as the legendary sleuth Sherlock Holmes in this Guy Ritchie-helmed reinvention of Sir Arthur Conan Doyle's detective series.,"Action, Comedy"
TV Show,Dinotrux,,"Andrew Francis, Richard Ian Cox, Ashleigh Ball, Matt Hill, Brian Drummond, Paul Dobson",United States,TV-Y7-FV,"Half dinosaur, half construction truck, full-on fun! Watch giant Ty Rux, his little buddy Revvit and the crew come face-to-face with evil D-Structs.",Kids
Movie,Amelia: A Tale of Two Sisters,Edward Cotterill,Rachael Stirling,United Kingdom,TV-PG,"Eight decades after her disappearance, Amelia Earhart's incredible accomplishments are still celebrated, thanks in large part to her sister Muriel.",Documentaries
Movie,Head Count,Elle Callahan,"Isaac Jay, Ashleigh Morghan, Bevin Bru, Billy Meade, Hunter Peterson, Chelcie May, Tory Freeth, Michael Herman, Amaka Obiechie, Sam Marra, Cooper Rowe",United States,TV-MA,A group of college students on a weekend getaway accidentally summon a supernatural entity intent on using them for its deadly ritual.,Horror
Movie,ABCD: Any Body Can Dance,Remo D'Souza,"Prabhu Deva, Kay Kay Menon, Ganesh Acharya, Dharmesh Yelande, Salman, Lauren Gottlieb, Noorin Sha, Punit Pathak",India,TV-14,"Thrown out of the elite dance studio he founded, Vishnu's spirits rebound when he sees young street dancers prepping for an annual contest.","Drama, International"
Movie,Oh! Baby,B. V. Nandini Reddy,"Samantha Ruth Prabhu, Lakshmi, Rajendraprasad, Naga Shourya, Rao Ramesh, Teja Sajja, Pragathi, Jagapathi Babu, Aishwarya, Urvashi",India,TV-14,A surly septuagenarian gets another chance at her 20s after having her photo snapped at a studio that magically takes 50 years off her life.,"Comedy, International"
TV Show,Hatchimals | Adventures in Hatchtopia,,"Sam Vincent, Kira Tozer, Andrea Libman",United States,TV-Y,"These fun-loving creatures hatch from their shells and spread friendship, laughter and life lessons in the land of Hatchtopia.",Kids
Movie,EVANGELION: DEATH (TRUE)²,Hideaki Anno,"Megumi Ogata, Kotono Mitsuishi, Megumi Hayashibara, Yuko Miyamura, Yuriko Yamaguchi, Fumihiko Tachiki, Motomu Kiyokawa, Koichi Yamadera, Takehito Koyasu, Hiro Yuki, Miki Nagasawa, Mugihito, Akira Ishida",Japan,TV-14,"Fifteen years after the Second Impact, apathetic teen Shinji joins his father's group NERV to fight the Angels. But the truth may destroy them all.","Action, Anime, International"
TV Show,Bodyguard,,"Richard Madden, Keeley Hawes, Gina McKee, Sophie Rundle, Vincent Franklin, Pippa Haywood, Paul Ready, Tom Brooke, Nicholas Gleaves, Stuart Bowman",United Kingdom,TV-MA,"After helping thwart a terrorist attack, a war veteran is assigned to protect a politician who was a main proponent of the very conflict he fought in.","International, International"
Movie,The Stanford Prison Experiment,Kyle Patrick Alvarez,"Billy Crudup, Michael Angarano, Ezra Miller, Tye Sheridan, Keir Gilchrist, Olivia Thirlby, Nelsan Ellis, Thomas Mann, Moises Arias, Gaius Charles",United States,R,"Conducting a study on the psychology of incarceration, a Stanford professor assigns guard and prisoner roles to 24 male test subjects in a mock jail.","Drama, Thriller"
Movie,Trimurti,Mukul Anand,"Anil Kapoor, Shah Rukh Khan, Jackie Shroff, Satyendra Kapoor, Gautami, Tinnu Anand, Saeed Jaffrey, Anirudh Agarwal, Mohan Agashe, Himani Shivpuri, Priya Tendulkar, Anjali Jathar, Anang Desai, Pramod Moutho, Subhash Ghai",India,TV-PG,"After being framed, a policewoman languishing in prison hopes that her three sons will deliver justice and restore her honor.","Action, Drama, International"
Movie,Let There Be Light,John Huston,Walter Huston,United States,TV-PG,Some returning combat veterans suffer scars that are more psychological than physical. This film follows patients and staff during their treatment.,Documentaries
Movie,Catching the Sun,Shalini Kantayya,,"China, Germany, India, United States",TV-14,This documentary explores the worldwide economics of the burgeoning solar energy industry and its impact on hopeful job seekers in the United States.,Documentaries
Movie,Internet Famous,Michael Gallagher,"Shane Dawson, Steve Greene, Amanda Cerny, Christian Delgrosso, Wendy McColm, Richard Ryan, Roger Bart, John Michael Higgins, Missi Pyle, Jimmy Tatro, Tay Zonday, Adam Busch",United States,TV-14,Five viral Internet celebrities travel to a competition that will award one of them their own television series in this ensemble comedy.,Comedy
Movie,Chris D'Elia: Man on Fire,Bill D'Elia,Chris D'Elia,United States,TV-MA,"Unbridled comic Chris D'Elia reconsiders his approach to major life events like marriage, not having kids and buying pants for your friends.",Stand-up
TV Show,Cannon Busters,,"Yoshitsugu Matsuoka, Hinaki Yano, Shiori Izawa, Junji Majima, Yosuke Akimoto, Nobuyuki Hiyama, Takaya Kuroda, Katsuhisa Houki, Taro Yamaguchi, Junko Minagawa, Tomomi Maruyama","United States, Japan",TV-MA,Immortal renegade Philly the Kid and his transforming pink Cadillac join a relentlessly upbeat friendship droid on her quest to find a missing prince.,"Anime, International"
TV Show,Ramayan,,"Gagan Malik, Neha Sargam, Neil Bhatt",India,TV-14,A prince's divine destiny to rule as a king is thwarted by his stepmother's scheme to put her own child on the throne in this legendary epic.,"International, Drama"
Movie,G.O.R.A,Ömer Faruk Sorak,"Cem Yılmaz, Rasim Öztekin, Özkan Uğur, İdil Fırat, Şafak Sezer, Özge Özberk, Erdal Tosun, Cezmi Baskın, Ozan Güven, Engin Günaydın",Turkey,TV-MA,"Carpet dealer and UFO photo forger Arif is abducted by aliens. On the planet Gora, he helps friends escape from a meteorite strike and find freedom.","Action, Comedy, International"
TV Show,Great News,,"Briga Heelan, Andrea Martin, Adam Campbell, John Michael Higgins, Horatio Sanz, Nicole Richie",United States,TV-14,A TV news producer's ambitions take an awkward turn when her mother rejoins the workforce and snags a job as the station's newest intern.,Comedy
Movie,Miss Hokusai,Keiichi Hara,"Anne Watanabe, Yutaka Matsushige, Gaku Hamada, Kengo Kora, Jun Miho, Shion Shimizu, Michitaka Tsutsui, Ethan Murray, Kevin T. Collins, Barbara Goodson, Cindy Robinson, Mike Pollock, Robbie Daymond, Marc Diraison, Richard Epcar, Erica Lindbeck",Japan,PG-13,"Herself a talented artist, O-Ei works with her father, Tetsuzo, later known as Hokusai, on the woodblock prints that would make Edo famous worldwide.",Anime
Movie,The Legend of Cocaine Island,Theo Love,,United States,TV-MA,An urban legend about a duffel bag of cocaine buried in the Caribbean leads a misfit band to hatch a nutball plan to find it in this comic documentary.,Documentaries
TV Show,Explained,,,United States,TV-14,"This enlightening series from Vox digs into a wide range of topics such as the rise of cryptocurrency, why diets fail, and the wild world of K-pop.",Documentaries
TV Show,Family Reunion,,"Loretta Devine, Tia Mowry-Hardrict, Anthony Alabi, Talia Jackson, Isaiah Russell-Bailey, Cameron J. Wright, Jordyn Raya James, Richard Roundtree",United States,TV-PG,"When the McKellan family moves from Seattle to small-town Georgia, life down South – and traditional grandparents – challenge their big-city ways.",Comedy
Movie,Shorgul,"Jitendra Tiwari, Pranav Singh","Ashutosh Rana, Jimmy Shergill, Suha Gezen, Sanjay Suri, Narendra Jha, Hiten Tejwani, Eijaz Khan, Aniruddha Dave",India,TV-14,A Hindu boy's feelings for a Muslim girl expose the tensions between their two communities and open the door to chaos and violence.,"Drama, International"
Movie,The Waterboy,Frank Coraci,"Adam Sandler, Kathy Bates, Henry Winkler, Fairuza Balk, Jerry Reed, Lawrence Gilliard Jr., Blake Clark, Peter Dante, Jonathan Loughran, Al Whiting",United States,PG-13,A water boy for a college football team has a rage that makes him a tackling machine whose bone-crushing power might vault his team into the playoffs.,Comedy
Movie,Yes or No,Saratswadee Wongsomphet,"Sushar Manaying, Supanart Jittaleela, Arisara Thongborisut, Soranut Yupanun, Inthira Yeunyong",Thailand,TV-PG,"Traditional girl Pie is initially uncomfortable with her tomboyish new roommate. But as time goes on, she finds herself increasingly attracted to her.","International, Romantic"
TV Show,When I See You Again,,"Jasper Liu, Mandy Wei, Jet Chao, Ivy Shao, Tina Chou, Kao Meng-Chieh",Taiwan,TV-14,"On a visit to his hometown, a rich bachelor seeks revenge on the woman who broke his heart 10 years ago. But his plan doesn't go as expected.","International, Romantic, Comedy"
TV Show,Roman Empire: Reign of Blood,,"Sean Bean, Aaron Jakubenko, Edwin Wright, Mike Edward, Genevieve Aitken, John Bach, Tai Berdinner-Blades, Jared Turner, Andrew Foster, Calum Gittins, Shane Bartle, Ella Becroft, Lisa Chappell, Emma Fenton, Phil Brown, Carl Bland, Adam Gardiner","Canada, United States",TV-MA,"This stylish mix of documentary and historical epic chronicles the reign of Commodus, the emperor whose rule marked the beginning of Rome's fall.",Documentaries
Movie,Bird Box,Susanne Bier,"Sandra Bullock, Trevante Rhodes, John Malkovich, Sarah Paulson, BD Wong, Jacki Weaver, Rosa Salazar, Danielle Macdonald, Lil Rel Howery, Tom Hollander",United States,R,"Five years after an ominous unseen presence drives most of society to suicide, a survivor and her two children make a desperate bid to reach safety.","Drama, Sci-Fi & Fantasy, Thriller"
Movie,Zoom,Peter Hewitt,"Tim Allen, Courteney Cox, Chevy Chase, Kate Mara, Ryan Newman, Michael Cassidy, Spencer Breslin, Rip Torn, Kevin Zegers",United States,PG,"Dragged from civilian life, a former superhero must train a new crop of youthful saviors when the military preps for an attack by a familiar villain.","Kids, Comedy"
Movie,Naomi and Ely's No Kiss List,Kristin Hanggi,"Victoria Justice, Pierson Fode, Matthew Daddario, Ryan Ward, Griffin Newman, Monique Coleman, Danny Flaherty",United States,NR,"Naomi and her gay best friend, Ely, have been inseparable since childhood, but their bond faces its biggest test yet when they fall for the same guy.","Comedy, Drama"
TV Show,Insatiable,,"Dallas Roberts, Debby Ryan, Alyssa Milano, Christopher Gorham, Kimmy Shields, Michael Provost, Erinn Westbrook, Daniel Kang, Arden Myrin",United States,TV-MA,"A bullied teenager turns to beauty pageants as a way to exact her revenge, with the help of a disgraced coach who soon realizes he's in over his head.","Comedy, Drama, Kids"
Movie,Railroad Tigers,Ding Sheng,"Jackie Chan, Zitao Huang, Jaycee Chan, Wang Kai, Hiroyuki Ikeuchi, Sang Ping, Alan Ng, Xu Fan, Darren Wang",China,TV-14,"During World War II, a Chinese railroad worker leads a group of brave resistance fighters against the forces of Japanese occupation.","Action, Comedy, International"
Movie,A Mission in an Old Movie,Ahmad El-Badri,"Edward, Fifi Abdo, Lotfy Labib, Madeleine Matar, Nahla Zaki, Ahmed Fathy, Said Tarabeek, Badriya Tolba, Eman El-Sayed",,TV-MA,A young man struggles with his overbearing mother while looking for romance and a way to kick-start his show business career.,"Comedy, International"
Movie,Pad Man,R. Balki,"Akshay Kumar, Sonam Kapoor, Radhika Apte, Jyoti Subhash, Urmila Mahanta, Suneel Sinha, Sanjay Singh, Rakesh Chaturvedi Om",India,PG-13,"Despite public humiliation and resistance, an entrepreneur markets a hygienic, low-cost sanitary pad that even India's poorest women can afford.","Drama, International, Romantic"
Movie,Employee of the Month,Greg Coolidge,"Dane Cook, Jessica Simpson, Dax Shepard, Andy Dick, Tim Bagley, Brian George, Efren Ramirez, Marcello Thedford, Danny Woodburn, Harland Williams",United States,PG-13,Warehouse workers Vince and Zack compete in a full-on war to be named Employee of the Month and win a date with their dream girl.,"Comedy, Romantic"
Movie,S Is for Stanley,Alex Infascelli,,Italy,TV-MA,"This film examines the complex life of iconic filmmaker Stanley Kubrick, as seen through the eyes of his devoted longtime driver, Emilio D'Alessandro.","Documentaries, International"
Movie,Ghost of the Mountains,Ben Wallis,Antoine Fuqua,United States,G,An international group of filmmakers sets out on a mission to get up close and personal with a family of elusive snow leopards.,Documentaries
TV Show,Creators,,"Fabio Aste, Héctor Segura, Sebastian Rosas",Argentina,TV-Y,"Two brilliant scientists discover the hidden virtual city of Creápolis, where citizens have the power to solve problems by believing and creating.","Kids, International"
Movie,Lal Patthar,Sushil Majumdar,"Raaj Kumar, Hema Malini, Rakhee Gulzar, Vinod Mehra, Asit Kumar Sen, Paintal, Dulari, Chandramohan, Sujata Bakshi, Meena T.",India,TV-PG,"A vain, self-righteous nobleman falls in love with a village girl and tries to transform her into his version of the ideal woman.","Drama, International"
Movie,"10,000 B.C.",Roland Emmerich,"Steven Strait, Camilla Belle, Cliff Curtis, Joel Virgel, Affif Ben Badra, Mo Zinal, Nathanael Baring, Mona Hammond, Omar Sharif","United States, South Africa",PG-13,Fierce mammoth hunter D'Leh sets out on an impossible journey to rescue the woman he loves from a vicious warlord and save the people of his village.,Action
TV Show,LAST HOPE,,"Tomoaki Maeno, Kana Hanazawa, Kenjiro Tsuda, Nao Toyama, Yuma Uchida, Unsho Ishizuka, Yuuichirou Umehara, Ai Kayano",Japan,TV-14,"After causing the near extinction of mankind seven years ago, genius scientist Leon Lau must now fight the ecological disaster he unwittingly created.","Anime, International"
Movie,My Entire High School Sinking Into the Sea,Dash Shaw,"Jason Schwartzman, Lena Dunham, Reggie Watts, Maya Rudolph, Susan Sarandon, Thomas Jay Ryan, Alex Karpovsky, Louisa Krause, John Cameron Mitchell, Matthew Maher",United States,PG-13,"After an earthquake sends their school building drifting into the sea, a group of high-schoolers struggles to survive and overcome clique wars.",Comedy
Movie,Tree Man,"Jon Reiner, Brad Rothschild",,Canada,TV-PG,"Entrepreneurs from Vermont and Quebec sell Christmas trees on the streets of New York, becoming a cherished part of neighborhood holiday traditions.",Documentaries
